ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
14978.0,200000.0,1.0,1.0,1.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9585.0,1686.0,820.0,1889.0,6617.0,3986.0,1735.0,824.0,1889.0,6617.0,3986.0,2460.0,0.0
14475.0,110000.0,2.0,2.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,210804.0,107572.0,100475.0,48409.0,47693.0,49018.0,5426.0,4244.0,1837.0,1713.0,2100.0,2020.0,0.0
28695.0,100000.0,2.0,3.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,74847.0,70663.0,63794.0,60651.0,54664.0,51776.0,3000.0,3000.0,2700.0,2000.0,2000.0,2000.0,0.0
14055.0,30000.0,2.0,2.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,10874.0,11896.0,12906.0,13162.0,13438.0,13705.0,1205.0,1215.0,471.0,488.0,491.0,508.0,0.0
26546.0,200000.0,2.0,2.0,1.0,50.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,411.0,453.0,348.0,359.0,672.0,1620.0,453.0,348.0,359.0,672.0,1620.0,384.0,0.0
14981.0,30000.0,1.0,2.0,1.0,23.0,2.0,2.0,2.0,2.0,2.0,2.0,28224.0,29276.0,28635.0,30127.0,30525.0,29793.0,1800.0,150.0,2250.0,1000.0,0.0,700.0,1.0
17637.0,360000.0,2.0,2.0,1.0,33.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,11596.0,11775.0,0.0,0.0,0.0,0.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0
3932.0,120000.0,2.0,1.0,2.0,34.0,0.0,0.0,0.0,2.0,2.0,2.0,105356.0,107588.0,115372.0,112027.0,119702.0,121650.0,3931.0,9600.0,0.0,9500.0,4100.0,0.0,1.0
8388.0,30000.0,1.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,-2.0,26054.0,25144.0,25775.0,18585.0,0.0,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0
8029.0,110000.0,2.0,1.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,110712.0,110988.0,98270.0,79402.0,80804.0,81024.0,4112.0,3648.0,2800.0,3100.0,3133.0,2800.0,0.0
9483.0,280000.0,2.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,-1.0,0.0,257561.0,270827.0,212405.0,194345.0,161084.0,174622.0,20000.0,15000.0,0.0,161084.0,15000.0,20000.0,0.0
22573.0,180000.0,2.0,2.0,1.0,48.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,4498.0,-2.0,760.0,0.0,0.0,245.0,0.0,762.0,0.0,0.0,245.0,884.0,0.0
15108.0,210000.0,1.0,0.0,2.0,45.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2563.0,5854.0,1032.0,788.0,3499.0,3372.0,5854.0,1032.0,788.0,3565.0,3372.0,15381.0,0.0
3674.0,20000.0,1.0,3.0,1.0,47.0,2.0,2.0,2.0,2.0,2.0,0.0,14328.0,17196.0,17418.0,17608.0,17187.0,17528.0,3114.0,800.0,770.0,0.0,776.0,549.0,1.0
21389.0,300000.0,1.0,1.0,1.0,58.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,13620.0,5779.0,-1921.0,-1921.0,1912.0,1921.0,5823.0,0.0,0.0,3833.0,9.0,0.0,0.0
5938.0,200000.0,2.0,2.0,1.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1070.0,4078.0,1099.0,1099.0,1099.0,1099.0,4107.0,1099.0,1099.0,1099.0,1099.0,1099.0,0.0
27034.0,550000.0,1.0,2.0,2.0,33.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-509.0,-1925.0,4532.0,13069.0,5071.0,8276.0,15.0,10014.0,20000.0,10000.0,10000.0,7548.0,0.0
29272.0,170000.0,1.0,2.0,1.0,27.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2697.0,0.0,1409.0,1337.0,1337.0,53885.0,0.0,1409.0,1337.0,0.0,53885.0,2000.0,0.0
21881.0,30000.0,2.0,2.0,2.0,22.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,174.0,1995.0,3530.0,0.0,5960.0,0.0,1995.0,3530.0,0.0,5960.0,0.0,1778.0,0.0
6509.0,500000.0,2.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,-2.0,-1.0,21368.0,21094.0,12675.0,5803.0,5841.0,2227.0,4066.0,5004.0,28.0,2033.0,3130.0,94593.0,0.0
21458.0,180000.0,2.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,-1.0,0.0,8031.0,9269.0,9029.0,11186.0,23320.0,6666.0,2009.0,2626.0,3000.0,23320.0,1000.0,1000.0,1.0
20072.0,270000.0,2.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,16699.0,17908.0,19114.0,20341.0,20617.0,16223.0,1800.0,1500.0,1600.0,830.0,1000.0,1000.0,0.0
27013.0,500000.0,1.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,124362.0,126860.0,129576.0,129863.0,120781.0,98163.0,4567.0,4787.0,4745.0,4256.0,3321.0,3326.0,0.0
10093.0,180000.0,2.0,3.0,1.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1473.0,22969.0,27315.0,13315.0,8194.0,12800.0,22969.0,27392.0,13315.0,9000.0,12800.0,9460.0,0.0
22568.0,280000.0,1.0,1.0,2.0,31.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,787.0,1233.0,0.0,0.0,0.0,787.0,1233.0,0.0,0.0,1.0
12977.0,50000.0,1.0,2.0,1.0,35.0,1.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,1118.0,667.0,0.0,0.0,0.0,1118.0,673.0,0.0,0.0,0.0,0.0,0.0
3814.0,60000.0,2.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,58264.0,57923.0,58987.0,17350.0,17937.0,17298.0,3200.0,3000.0,800.0,1000.0,1000.0,1000.0,0.0
7338.0,230000.0,2.0,1.0,1.0,36.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,878.0,9567.0,3074.0,3660.0,3790.0,6006.0,9574.0,0.0,3660.0,3790.0,6006.0,5647.0,1.0
24484.0,160000.0,1.0,1.0,1.0,41.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19593.0,170000.0,2.0,2.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,169625.0,169944.0,169829.0,162988.0,125969.0,127643.0,6081.0,6336.0,5205.0,4452.0,4592.0,4677.0,0.0
5122.0,200000.0,1.0,1.0,1.0,37.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,446.0,123.0,123.0,200.0,123.0,280.0,0.0,123.0,200.0,123.0,280.0,151.0,1.0
14906.0,90000.0,2.0,6.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,77263.0,26691.0,21066.0,20422.0,20327.0,13619.0,8333.0,1494.0,600.0,1000.0,1000.0,257.0,0.0
8224.0,30000.0,1.0,2.0,2.0,30.0,4.0,3.0,2.0,2.0,2.0,0.0,30562.0,29809.0,28920.0,29887.0,29525.0,25006.0,0.0,0.0,1900.0,15.0,1030.0,30802.0,0.0
2869.0,150000.0,2.0,1.0,2.0,27.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24948.0,0.0
2343.0,290000.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,88713.0,79214.0,81301.0,84033.0,86513.0,90056.0,3459.0,4000.0,5000.0,4000.0,5000.0,5000.0,0.0
8833.0,470000.0,1.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,247503.0,245552.0,238161.0,240607.0,230142.0,198171.0,9024.0,10400.0,10000.0,25000.0,8000.0,8000.0,0.0
7933.0,130000.0,1.0,1.0,1.0,70.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16558.0,280000.0,1.0,2.0,2.0,27.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1566.0,2872.0,1572.0,2437.0,1572.0,1572.0,2891.0,1586.0,2444.0,1586.0,1579.0,1579.0,0.0
20605.0,110000.0,1.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,104968.0,107221.0,109494.0,111954.0,111771.0,111703.0,4000.0,4000.0,4300.0,4164.0,4500.0,4200.0,0.0
12984.0,30000.0,1.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,28398.0,18550.0,13198.0,13222.0,14620.0,17376.0,2081.0,1196.0,1000.0,2000.0,3000.0,5000.0,0.0
3015.0,200000.0,1.0,1.0,2.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7429.0,24325.0,40258.0,15103.0,14079.0,20878.0,24325.0,40265.0,15159.0,14079.0,20878.0,26716.0,0.0
27332.0,280000.0,1.0,2.0,1.0,39.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1525.0,7391.0,5234.0,3316.0,2970.0,3978.0,7430.0,5234.0,3316.0,2970.0,3978.0,3258.0,0.0
12125.0,420000.0,1.0,1.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,155814.0,155282.0,116385.0,106961.0,92331.0,89566.0,5397.0,5678.0,3577.0,3023.0,3026.0,3012.0,0.0
3753.0,360000.0,2.0,1.0,1.0,31.0,-2.0,-2.0,-2.0,-1.0,0.0,-1.0,-5.0,-5.0,-5.0,4232.0,3189.0,7511.0,0.0,0.0,4237.0,16.0,7548.0,4105.0,0.0
27388.0,120000.0,1.0,2.0,1.0,43.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,3972.0,2809.0,1021.0,2311.0,3868.0,2980.0,2816.0,1021.0,2321.0,3868.0,2980.0,0.0,0.0
12336.0,210000.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,206714.0,197252.0,140440.0,122678.0,120215.0,112973.0,7868.0,5000.0,5004.0,4500.0,3950.0,3800.0,0.0
11545.0,300000.0,2.0,2.0,1.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,1.0
11357.0,30000.0,2.0,3.0,1.0,43.0,1.0,2.0,2.0,2.0,2.0,2.0,12603.0,13103.0,13785.0,13911.0,13548.0,14465.0,1000.0,1200.0,646.0,0.0,1300.0,1000.0,0.0
2677.0,120000.0,1.0,1.0,1.0,51.0,0.0,0.0,2.0,0.0,0.0,0.0,125702.0,130461.0,131281.0,128594.0,117561.0,116732.0,8300.0,4500.0,4260.0,4595.0,4311.0,4280.0,0.0
28739.0,240000.0,2.0,2.0,1.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,184.0,0.0,2500.0,12500.0,749.0,2829.0,0.0,2500.0,12500.0,749.0,2829.0,2900.0,0.0
29996.0,220000.0,1.0,3.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,188948.0,192815.0,208365.0,88004.0,31237.0,15980.0,8500.0,20000.0,5003.0,3047.0,5000.0,1000.0,0.0
20748.0,360000.0,1.0,2.0,1.0,36.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,4671.0,928.0,5384.0,499.0,596.0,2338.0,929.0,5405.0,500.0,597.0,2340.0,2649.0,0.0
13376.0,10000.0,2.0,3.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,7569.0,8598.0,9590.0,9782.0,9986.0,9173.0,1158.0,1150.0,335.0,346.0,336.0,1323.0,0.0
17987.0,240000.0,1.0,1.0,1.0,38.0,-1.0,3.0,2.0,-1.0,-1.0,0.0,6333.0,3360.0,1291.0,2740.0,2241.0,1060.0,0.0,10.0,2740.0,2241.0,0.0,2731.0,0.0
7886.0,50000.0,2.0,1.0,2.0,24.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,12806.0,13490.0,0.0,0.0,0.0,0.0,7522.0,0.0,0.0,0.0,0.0,0.0,1.0
13333.0,50000.0,2.0,2.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,47649.0,49100.0,50380.0,19144.0,17625.0,17246.0,2220.0,2500.0,644.0,628.0,642.0,1500.0,0.0
9586.0,80000.0,2.0,2.0,1.0,24.0,-1.0,0.0,0.0,-1.0,-1.0,-2.0,1462.0,2472.0,0.0,492.0,0.0,0.0,1502.0,0.0,492.0,0.0,0.0,0.0,0.0
6333.0,170000.0,1.0,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,170359.0,178514.0,98196.0,100108.0,95629.0,89472.0,11700.0,3600.0,3500.0,3500.0,3300.0,3500.0,1.0
24430.0,50000.0,1.0,3.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,39753.0,40701.0,41342.0,41424.0,41182.0,41187.0,2000.0,2000.0,2000.0,1600.0,2000.0,2000.0,1.0
18080.0,50000.0,1.0,2.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,49495.0,50586.0,49200.0,49763.0,18373.0,19187.0,3000.0,3000.0,3003.0,5000.0,2000.0,1500.0,0.0
5202.0,230000.0,1.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,218637.0,223208.0,159930.0,141834.0,213408.0,222681.0,10034.0,5600.0,10753.0,100000.0,12823.0,8910.0,0.0
748.0,300000.0,2.0,3.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,280823.0,275303.0,271952.0,193403.0,187562.0,191069.0,11000.0,12000.0,7200.0,6500.0,6173.0,5500.0,1.0
9761.0,280000.0,2.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,233717.0,87171.0,87786.0,86510.0,83560.0,84808.0,10004.0,3066.0,3171.0,3501.0,3030.0,2789.0,0.0
29613.0,20000.0,1.0,2.0,3.0,47.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,390.0,780.0,390.0,0.0,780.0,0.0,780.0,0.0,0.0,780.0,0.0,0.0,1.0
19993.0,240000.0,2.0,2.0,1.0,34.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,626.0,1921.0,20740.0,21274.0,888.0,360.0,1921.0,19000.0,2624.0,888.0,360.0,360.0,0.0
23190.0,100000.0,2.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,63984.0,65917.0,67673.0,66292.0,67793.0,67182.0,3000.0,4000.0,3000.0,2500.0,3000.0,2500.0,0.0
25536.0,360000.0,2.0,1.0,2.0,35.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1475.0,13466.0,17584.0,17354.0,37703.0,22490.0,14200.0,17631.0,17741.0,25203.0,10000.0,216.0,0.0
17964.0,70000.0,1.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,71336.0,70393.0,131412.0,63823.0,52339.0,40836.0,3609.0,2523.0,2441.0,3038.0,2029.0,70004.0,1.0
25247.0,270000.0,2.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,38525.0,39492.0,33898.0,35272.0,37201.0,31447.0,2000.0,2000.0,2000.0,2408.0,1500.0,2013.0,0.0
5082.0,290000.0,2.0,2.0,1.0,36.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,754.0,-98.0,-309.0,63.0,227.0,946.0,0.0,0.0,500.0,590.0,1045.0,0.0,0.0
9351.0,400000.0,2.0,2.0,1.0,34.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,14986.0,25772.0,12621.0,13983.0,3378.0,3770.0,25772.0,1500.0,13983.0,3378.0,2000.0,9353.0,0.0
10983.0,300000.0,2.0,1.0,1.0,59.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23622.0,210000.0,2.0,3.0,1.0,44.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,11771.0,13462.0,17706.0,0.0,5646.0,14793.0,13462.0,17706.0,0.0,5646.0,14793.0,7376.0,1.0
13236.0,50000.0,2.0,2.0,1.0,55.0,0.0,0.0,2.0,0.0,0.0,0.0,37984.0,41234.0,37701.0,28181.0,28711.0,29368.0,3900.0,0.0,1300.0,1100.0,1100.0,1000.0,1.0
19368.0,110000.0,2.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,93111.0,91198.0,85136.0,80491.0,78967.0,80628.0,3226.0,3050.0,2765.0,2304.0,2400.0,1885.0,0.0
1191.0,240000.0,2.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,-2.0,3093.0,2322.0,8186.0,3980.0,0.0,0.0,2000.0,2020.0,2500.0,0.0,0.0,85.0,0.0
822.0,50000.0,2.0,2.0,2.0,24.0,1.0,2.0,0.0,0.0,0.0,0.0,48861.0,48082.0,48614.0,26667.0,26036.0,26850.0,2000.0,2233.0,1083.0,1100.0,1400.0,3000.0,1.0
15879.0,80000.0,2.0,3.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,63900.0,65343.0,66171.0,58683.0,43421.0,44267.0,3000.0,2470.0,2228.0,1516.0,2000.0,1556.0,1.0
20498.0,20000.0,1.0,2.0,2.0,24.0,1.0,2.0,2.0,0.0,0.0,0.0,6962.0,7898.0,7626.0,8692.0,9541.0,9885.0,1200.0,0.0,1200.0,1000.0,500.0,500.0,1.0
9420.0,130000.0,2.0,2.0,2.0,29.0,2.0,2.0,0.0,0.0,0.0,-1.0,172094.0,156589.0,145398.0,136115.0,138893.0,127502.0,0.0,3300.0,2500.0,2778.0,130000.0,3689.0,0.0
28101.0,210000.0,2.0,1.0,2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18662.0,6220.0,199.0,0.0,10024.0,-18.0,6224.0,199.0,200.0,10024.0,0.0,0.0,0.0
8893.0,130000.0,1.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,88549.0,74624.0,76133.0,77648.0,79370.0,80071.0,2709.0,2750.0,2767.0,2961.0,2913.0,3000.0,0.0
4462.0,130000.0,1.0,1.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,110766.0,114977.0,120976.0,40177.0,41529.0,43734.0,6000.0,9000.0,2000.0,2000.0,3000.0,4000.0,1.0
25230.0,20000.0,2.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,16063.0,14928.0,14012.0,11965.0,11867.0,12850.0,1565.0,2006.0,2011.0,7000.0,2000.0,4000.0,0.0
29986.0,240000.0,1.0,1.0,2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12607.0,100000.0,1.0,1.0,2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,2927.0,831.0,1226.0,330.0,0.0,0.0,831.0,1226.0,330.0,0.0,0.0,0.0,1.0
25979.0,180000.0,2.0,4.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,151538.0,133924.0,136707.0,139438.0,143513.0,141119.0,6256.0,6434.0,6506.0,10813.0,0.0,5557.0,0.0
19133.0,210000.0,2.0,3.0,1.0,32.0,0.0,0.0,-1.0,0.0,0.0,0.0,1406.0,0.0,712.0,1025.0,4584.0,0.0,0.0,712.0,1000.0,4000.0,0.0,821.0,0.0
14741.0,160000.0,1.0,1.0,1.0,58.0,1.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4816.0,0.0,0.0,0.0,0.0,4816.0,0.0,0.0,0.0
12147.0,410000.0,1.0,2.0,1.0,45.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,597.0,2326.0,7670.0,1761.0,6930.0,0.0,2329.0,7670.0,1761.0,6930.0,0.0,2675.0,0.0
2745.0,240000.0,1.0,3.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,229254.0,232693.0,189095.0,190481.0,194215.0,198313.0,8737.0,7506.0,6501.0,6501.0,7001.0,17001.0,0.0
10115.0,50000.0,1.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,23236.0,19132.0,15138.0,14036.0,14752.0,15445.0,1660.0,1065.0,5000.0,5000.0,5000.0,2000.0,0.0
2384.0,60000.0,1.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,-1.0,-1.0,22226.0,18597.0,13801.0,8038.0,7340.0,-153.0,1292.0,2245.0,161.0,7340.0,0.0,20341.0,0.0
9154.0,210000.0,1.0,2.0,2.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,155913.0,165227.0,161427.0,164860.0,187329.0,186079.0,13000.0,0.0,5666.0,24886.0,6282.0,6494.0,0.0
1407.0,200000.0,2.0,1.0,2.0,26.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2179.0,6440.0,3908.0,-5.0,1060.0,2996.0,6440.0,3908.0,5.0,1065.0,3000.0,1108.0,0.0
16561.0,70000.0,1.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,19728.0,16923.0,10076.0,33079.0,23188.0,20937.0,8000.0,2000.0,30000.0,5000.0,20000.0,25000.0,0.0
19362.0,210000.0,2.0,2.0,1.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7655.0,1644.0,2258.0,8241.0,428.0,3537.0,1644.0,2261.0,11008.0,428.0,3537.0,0.0,0.0
10343.0,70000.0,2.0,2.0,1.0,53.0,0.0,0.0,-1.0,-1.0,-2.0,-2.0,24645.0,0.0,14000.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0
27757.0,50000.0,2.0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,47718.0,48719.0,47725.0,46467.0,14767.0,15085.0,2106.0,2200.0,2000.0,1000.0,700.0,800.0,0.0
17615.0,80000.0,2.0,3.0,1.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,40654.0,41687.0,42719.0,43018.0,44013.0,45058.0,2000.0,2000.0,1300.0,2000.0,1900.0,1900.0,1.0
19907.0,100000.0,2.0,2.0,1.0,42.0,2.0,2.0,0.0,0.0,0.0,0.0,91534.0,88637.0,90169.0,84714.0,69482.0,70226.0,0.0,4458.0,2973.0,2606.0,2696.0,2695.0,1.0
24531.0,30000.0,1.0,1.0,2.0,36.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,1772.0,9619.0,-6.0,-6.0,-6.0,-6.0,9647.0,0.0,0.0,0.0,0.0,2011.0,0.0
27309.0,20000.0,1.0,3.0,2.0,33.0,1.0,2.0,2.0,2.0,2.0,2.0,16247.0,15689.0,18417.0,17802.0,19543.0,18442.0,0.0,3000.0,0.0,2000.0,0.0,1000.0,0.0
17789.0,140000.0,1.0,3.0,1.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,98985.0,98702.0,96753.0,94310.0,92182.0,88818.0,4520.0,4034.0,5050.0,6034.0,3202.0,5000.0,0.0
13076.0,50000.0,1.0,1.0,2.0,29.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1162.0,37702.0,32617.0,28814.0,16478.0,25349.0,37719.0,1095.0,2000.0,10000.0,13352.0,10000.0,0.0
22090.0,60000.0,2.0,1.0,2.0,28.0,0.0,0.0,2.0,2.0,-1.0,-1.0,20729.0,14486.0,12163.0,8891.0,1723.0,40276.0,3016.0,1000.0,0.0,1723.0,40276.0,3000.0,0.0
